Event Name,Date,Time,Venue/Location,Ticket Price (USD),Category,Source URL,Description,All Sources,Listings Merged,Island Match,Lat,Lng
"Kingston, Jamaica : Create Income Around Your Lifestyle (In Person)",2026-10-15,7:00 PM - 8:00 PM,"Medallion Hall Hotel, 53 Hope Road, Kingston, St. Andrew Parish",,Festival,https://www.eventbrite.com/e/kingston-jamaica-create-income-around-your-lifestyle-in-person-tickets-1997921849033,Explore a flexible income opportunity in travel. Join a live overview & discover how everyday professionals create income alongside work.,eventbrite: https://www.eventbrite.com/e/kingston-jamaica-create-income-around-your-lifestyle-in-person-tickets-1997921849033,1,Montego Bay,18.471,-77.919
Negril Dub Market,2026-10-17,3:00 PM - 10:00 PM,"Norman Manley Blvd, Negril, Jamaica Negril Dub Market takes place on Saturday, October 17, 2026, from 3:00 PM to 10:00 PM at Sador's ...",,General,https://beatstorapon.com/event/negril-dub-market-6aaa1bbe13c3bc1a829b408b,"Negril Dub Market takes place on Saturday, October 17, 2026, from 3:00 PM to 10:00 PM at Sador's ...",beatstorapon: https://beatstorapon.com/event/negril-dub-market-6aaa1bbe13c3bc1a829b408b,1,Montego Bay,18.471,-77.919
WE LOVE HOUSE,2026-10-17,3:00 PM - 11:30 PM,"Pineapple Beach, Doctor Aston King Highway, Montego Bay, St. James Parish",,Nightlife / Party,https://www.eventbrite.ch/e/we-love-house-tickets-1998518124509,"WE LOVE HOUSE takes place on Saturday, October 17, 2026 at Pineapple Beach in Montego Bay, St. Ja...",eventbrite: https://www.eventbrite.ch/e/we-love-house-tickets-1998518124509 | beatstorapon: https://beatstorapon.com/event/we-love-house-6a8e6901b40153120e82bbd2,2,Montego Bay,18.471,-77.919
90's Playground,2026-10-18,9:00 PM,"Ocho Rios, Jamaica 90’s Playground is a ’90s throwback party on Saturday, October 17, 2026, starting at 9:00 PM at S...",,Arts & Theatre,https://beatstorapon.com/event/90-s-playground-6aaa1bbe13c3bc1a829b4073,"90’s Playground is a ’90s throwback party on Saturday, October 17, 2026, starting at 9:00 PM at S...",beatstorapon: https://beatstorapon.com/event/90-s-playground-6aaa1bbe13c3bc1a829b4073,1,Montego Bay,18.471,-77.919
Fright Fest Halloween Costume Party,2026-10-31,8:00 PM - 2:00 AM,"Pier 1 on the Waterfront, Howard Cooke Blvd, Montego Bay, St. James Parish",,Festival,https://www.eventbrite.com/e/fright-fest-halloween-costume-party-tickets-1999054427606,,eventbrite: https://www.eventbrite.com/e/fright-fest-halloween-costume-party-tickets-1999054427606,1,Montego Bay,18.471,-77.919
Transatlantic Reasonings: An Interdisciplinary Conference,2026-11-12,12:00 AM - 12:00 AM,"Iberostar Selection Rose Hall Suites, Main Road, Montego Bay, St. James Parish",,Conference / Expo,https://www.eventbrite.co.uk/e/transatlantic-reasonings-an-interdisciplinary-conference-tickets-1986522362863,The Possibility of Forgiveness? Encountering the Legacies of Colonialism in the 21st Century,eventbrite: https://www.eventbrite.co.uk/e/transatlantic-reasonings-an-interdisciplinary-conference-tickets-1986522362863,1,Montego Bay,18.471,-77.919
Leadercast 2026,2026-11-24,9:00 AM - 3:30 PM,"Exim Bank, 85 Hope Road, Kingston, St. Andrew Parish 00000",,Conference / Expo,https://www.eventbrite.com/e/leadercast-2026-tickets-1989173906702,"Get ready to level up your leadership game in person at Leadercast 2026—where leaders come to create a ""Champion the Leader Within.""",eventbrite: https://www.eventbrite.com/e/leadercast-2026-tickets-1989173906702,1,Montego Bay,18.471,-77.919
Building While Waiting,2026-11-28,10:00 AM - 2:00 PM,"16 Chelsea Ave, 16 Chelsea Avenue, Kingston, St. Andrew Parish",,Arts & Theatre,https://www.eventbrite.com/e/building-while-waiting-tickets-2001129385862,"Hang out with purpose driven women who are determined to build their lives and the Kingdom of God, while they wait on the promises of God.",eventbrite: https://www.eventbrite.com/e/building-while-waiting-tickets-2001129385862,1,Montego Bay,18.471,-77.919
Tsunami Soca Masquerade,2026-11-28,8:00 PM - 3:00 AM,"HQ 2nd District JDF CG, Discovery Bay, Jamaica",$19.04,Festival,https://www.caribtix.com/event/tsunami-soca-masquerade-17354,,caribtix: https://www.caribtix.com/event/tsunami-soca-masquerade-17354,1,Montego Bay,18.4637986,-77.3946
FIWI Entertainment Roc Di Party Boat 2026,2026-12-06,,"Negril, Jamaica FIWI Entertainment Roc Di Party Boat 2026 takes place at Negril Pier in Negril, Westmoreland Pari...",,Nightlife / Party,https://beatstorapon.com/event/fiwi-entertainment-roc-di-party-boat-2026-6a697ab0df859e16ec21ec5f,"FIWI Entertainment Roc Di Party Boat 2026 takes place at Negril Pier in Negril, Westmoreland Pari...",beatstorapon: https://beatstorapon.com/event/fiwi-entertainment-roc-di-party-boat-2026-6a697ab0df859e16ec21ec5f,1,Montego Bay,18.471,-77.919
Reggae hub fest,2026-12-31,,"Ocho Rios, Jamaica Reggae Hub Fest is a one-night reggae and dancehall festival taking place at Pearly Beach in Ocho...",,Festival,https://beatstorapon.com/event/reggae-hub-fest-6aa0dfb713c3bc1a82ebc10b,Reggae Hub Fest is a one-night reggae and dancehall festival taking place at Pearly Beach in Ocho...,beatstorapon: https://beatstorapon.com/event/reggae-hub-fest-6aa0dfb713c3bc1a82ebc10b,1,Montego Bay,18.471,-77.919
Lights Conference (Jamaica),2027-01-09,11:30 AM - 7:00 PM,"The Garden Hotel Mandeville, 4 Hotel Street, Mandeville, Manchester Parish",,Conference / Expo,https://www.eventbrite.com/e/lights-conference-jamaica-tickets-1991416180403,This conference aimed at enthroning Christ in the hearts of mean and then in the environment.,eventbrite: https://www.eventbrite.com/e/lights-conference-jamaica-tickets-1991416180403,1,Montego Bay,18.471,-77.919
"2027 JAMAICA PARTY & EXCURSION OPTIONS FOR MEMORIAL DAY WKND, URBAN FIESTA",2027-05-21,3:00 PM - 12:00 AM,"Montego Bay, RIU HOTEL, Montego Bay, St. James Parish",,Nightlife / Party,https://www.eventbrite.com/e/2027-jamaica-party-excursion-options-for-memorial-day-wknd-urban-fiesta-tickets-1990662369735,,eventbrite: https://www.eventbrite.com/e/2027-jamaica-party-excursion-options-for-memorial-day-wknd-urban-fiesta-tickets-1990662369735,1,Montego Bay,18.471,-77.919
Good Vibez Only - Jamaica 2027,2027-06-12,,"Montego Bay, Jamaica Good Vibez Only - Jamaica 2027 takes place at Hotel Riu Reggae Jamaica in Montego Bay, St. James ...",,Concert / Live Music,https://beatstorapon.com/event/good-vibez-only-jamaica-2027-6a32201e12ef041439035441,"Good Vibez Only - Jamaica 2027 takes place at Hotel Riu Reggae Jamaica in Montego Bay, St. James ...",beatstorapon: https://beatstorapon.com/event/good-vibez-only-jamaica-2027-6a32201e12ef041439035441,1,Montego Bay,18.471,-77.919
"Jamaica Takeover 2 - August 4-8, 2027",2027-08-04,3:00 PM - 11:00 AM,"Hotel Riu Reggae, Mahoe Bay, Montego Bay, St. James Parish NA",,Festival,https://www.eventbrite.com/e/jamaica-takeover-2-august-4-8-2027-tickets-1462389469269,,eventbrite: https://www.eventbrite.com/e/jamaica-takeover-2-august-4-8-2027-tickets-1462389469269,1,Montego Bay,18.471,-77.919
